Age,Gender,EducationLevel,ExperienceYears,PreviousCompanies,DistanceFromCompany,InterviewScore,SkillScore,PersonalityScore,RecruitmentStrategy,HiringDecision,CurrentStage,FinalStatus,ResumeScore,TechnicalScore,CommunicationScore,ScreeningDate,Interview1Date,HRDate,DropStage,DropReason
31,Female,PhD,15,2,45.35213722,83,61,65,Moderate,1,Selected,Selected,88,61,60,06-05-2026,10-05-2026,13-05-2026,None,N/A
36,Female,Bachelor's (Type 2),12,1,14.75123862,15,26,99,Moderate,0,Interview 1,Rejected,54,26,60,05-05-2026,09-05-2026,11-05-2026,Interview 1,Weak Technical Skills
42,Male,Bachelor's (Type 2),9,1,12.18063099,77,34,17,Aggressive,1,Interview 1,Rejected,51,34,70,05-05-2026,09-05-2026,11-05-2026,Interview 1,Weak Technical Skills
32,Male,Bachelor's (Type 2),2,5,43.85484698,79,44,4,Conservative,0,Screening,Rejected,37,44,50,05-05-2026,08-05-2026,11-05-2026,Screening,Low Resume Score
42,Male,Bachelor's (Type 2),12,4,41.85535496,58,34,18,Aggressive,0,Interview 1,Rejected,60,34,70,05-05-2026,08-05-2026,11-05-2026,Interview 1,Weak Technical Skills
44,Male,Bachelor's (Type 2),10,1,23.41732353,48,27,41,Moderate,0,Screening,Rejected,49,27,60,05-05-2026,07-05-2026,09-05-2026,Screening,Low Resume Score
22,Female,Bachelor's (Type 2),2,2,25.46194307,62,8,17,Moderate,0,Screening,Rejected,12,8,60,05-05-2026,07-05-2026,09-05-2026,Screening,Low Resume Score
28,Male,Bachelor's (Type 2),14,3,11.88743524,61,75,31,Moderate,0,Selected,Selected,95,75,60,06-05-2026,08-05-2026,09-05-2026,None,N/A
49,Male,Bachelor's (Type 2),14,1,4.915083524,48,14,20,Moderate,0,Interview 1,Rejected,52,14,60,05-05-2026,09-05-2026,12-05-2026,Interview 1,Weak Technical Skills
36,Male,Bachelor's (Type 2),15,1,29.67159127,50,20,9,Aggressive,0,Interview 1,Rejected,59,20,70,06-05-2026,09-05-2026,11-05-2026,Interview 1,Weak Technical Skills
36,Male,Bachelor's (Type 2),12,2,5.91724608,32,51,36,Moderate,0,Interview 1,Rejected,72,51,60,05-05-2026,07-05-2026,08-05-2026,Interview 1,Weak Technical Skills
49,Female,Master's,12,4,23.46372735,29,34,48,Aggressive,1,Interview 1,Rejected,60,34,70,07-05-2026,10-05-2026,12-05-2026,Interview 1,Weak Technical Skills
39,Female,Bachelor's (Type 1),0,1,48.02485993,58,96,85,Aggressive,1,Selected,Selected,67,96,70,07-05-2026,09-05-2026,10-05-2026,None,N/A
35,Female,Master's,2,1,48.64171946,75,50,12,Moderate,0,Screening,Rejected,41,50,60,05-05-2026,07-05-2026,09-05-2026,Screening,Low Resume Score
44,Male,Master's,3,4,12.96661433,14,82,54,Moderate,0,Selected,Selected,66,82,60,06-05-2026,10-05-2026,13-05-2026,None,N/A
41,Male,Bachelor's (Type 2),10,2,32.205671,81,54,16,Moderate,0,Interview 1,Rejected,68,54,60,07-05-2026,09-05-2026,12-05-2026,Interview 1,Weak Technical Skills
32,Female,Bachelor's (Type 2),10,1,24.70381321,91,86,8,Moderate,0,Selected,Selected,90,86,60,05-05-2026,09-05-2026,11-05-2026,None,N/A
46,Male,Bachelor's (Type 2),4,4,44.78425638,22,76,87,Conservative,0,Interview 2,Rejected,65,76,50,07-05-2026,09-05-2026,10-05-2026,Interview 2,Poor Communication
38,Male,Bachelor's (Type 2),2,1,14.57154321,77,43,43,Conservative,0,Screening,Rejected,36,43,50,05-05-2026,09-05-2026,10-05-2026,Screening,Low Resume Score
36,Female,Bachelor's (Type 2),5,3,1.185120342,93,64,77,Moderate,0,Selected,Selected,60,64,60,06-05-2026,08-05-2026,10-05-2026,None,N/A
23,Female,Bachelor's (Type 1),10,5,9.128060297,96,92,45,Aggressive,1,Selected,Selected,94,92,70,07-05-2026,09-05-2026,10-05-2026,None,N/A
31,Female,Bachelor's (Type 2),13,3,18.47614006,44,87,7,Moderate,0,Selected,Selected,100,87,60,05-05-2026,08-05-2026,09-05-2026,None,N/A
48,Female,Master's,14,1,16.78605649,61,79,36,Aggressive,1,Selected,Selected,97,79,70,06-05-2026,09-05-2026,10-05-2026,None,N/A
28,Male,Bachelor's (Type 2),11,2,40.56814596,78,24,18,Moderate,0,Interview 1,Rejected,50,24,60,05-05-2026,08-05-2026,10-05-2026,Interview 1,Weak Technical Skills
38,Male,Master's,15,5,35.02803331,70,86,62,Moderate,1,Selected,Selected,100,86,60,05-05-2026,08-05-2026,09-05-2026,None,N/A
31,Female,Bachelor's (Type 2),4,3,15.97781598,14,91,91,Moderate,0,Selected,Selected,76,91,60,06-05-2026,09-05-2026,10-05-2026,None,N/A
28,Male,Master's,2,4,23.88719086,45,46,45,Moderate,0,Screening,Rejected,38,46,60,05-05-2026,09-05-2026,11-05-2026,Screening,Low Resume Score
26,Female,Bachelor's (Type 2),5,2,5.777955198,63,79,93,Aggressive,1,Selected,Selected,70,79,70,06-05-2026,08-05-2026,09-05-2026,None,N/A
47,Female,Bachelor's (Type 1),5,3,45.90732224,45,55,70,Moderate,0,Interview 1,Rejected,54,55,60,05-05-2026,08-05-2026,11-05-2026,Interview 1,Weak Technical Skills
33,Male,Bachelor's (Type 2),14,4,47.77124122,55,37,25,Moderate,0,Interview 1,Rejected,68,37,60,07-05-2026,11-05-2026,12-05-2026,Interview 1,Weak Technical Skills
50,Female,Bachelor's (Type 1),13,1,49.99017677,43,10,45,Moderate,0,Screening,Rejected,46,10,60,06-05-2026,09-05-2026,12-05-2026,Screening,Low Resume Score
39,Male,Bachelor's (Type 2),7,4,44.42764154,74,66,45,Moderate,0,Selected,Selected,67,66,60,07-05-2026,10-05-2026,12-05-2026,None,N/A
38,Male,PhD,1,3,9.698044385,28,14,74,Moderate,0,Screening,Rejected,13,14,60,07-05-2026,11-05-2026,12-05-2026,Screening,Low Resume Score
45,Male,Bachelor's (Type 1),0,3,3.30982416,94,0,13,Moderate,0,Screening,Rejected,0,0,60,07-05-2026,09-05-2026,10-05-2026,Screening,Low Resume Score
34,Male,Bachelor's (Type 2),15,1,29.97983637,61,6,84,Moderate,0,Screening,Rejected,49,6,60,07-05-2026,10-05-2026,12-05-2026,Screening,Low Resume Score
35,Female,Master's,3,4,46.63025134,88,0,62,Aggressive,1,Screening,Rejected,9,0,70,07-05-2026,11-05-2026,13-05-2026,Screening,Low Resume Score
40,Male,Master's,15,4,9.867568083,51,48,71,Aggressive,1,Interview 1,Rejected,79,48,70,06-05-2026,10-05-2026,12-05-2026,Interview 1,Weak Technical Skills
24,Female,Bachelor's (Type 2),6,1,1.352145731,53,95,2,Moderate,0,Selected,Selected,85,95,60,06-05-2026,08-05-2026,09-05-2026,None,N/A
22,Female,Bachelor's (Type 2),14,4,41.2748023,87,72,27,Aggressive,1,Selected,Selected,92,72,70,06-05-2026,10-05-2026,13-05-2026,None,N/A
31,Female,Bachelor's (Type 2),15,1,4.839784214,56,28,28,Moderate,0,Interview 1,Rejected,65,28,60,06-05-2026,09-05-2026,10-05-2026,Interview 1,Weak Technical Skills
44,Female,Bachelor's (Type 2),10,2,21.6853016,82,25,86,Moderate,0,Screening,Rejected,48,25,60,07-05-2026,10-05-2026,12-05-2026,Screening,Low Resume Score
39,Male,Master's,9,3,34.94436686,65,86,17,Conservative,0,Interview 2,Rejected,87,86,50,05-05-2026,09-05-2026,12-05-2026,Interview 2,Poor Communication
46,Male,PhD,2,2,12.83987927,21,44,34,Conservative,0,Screening,Rejected,37,44,50,07-05-2026,09-05-2026,11-05-2026,Screening,Low Resume Score
40,Female,Master's,2,5,5.198128172,19,92,76,Aggressive,1,Selected,Selected,70,92,70,06-05-2026,08-05-2026,09-05-2026,None,N/A
23,Female,Master's,15,5,39.50106142,32,96,75,Conservative,1,Interview 2,Rejected,100,96,50,06-05-2026,10-05-2026,13-05-2026,Interview 2,Poor Communication
40,Male,Bachelor's (Type 1),4,5,32.50875424,71,70,46,Moderate,0,Selected,Selected,61,70,60,05-05-2026,08-05-2026,11-05-2026,None,N/A
42,Female,Master's,4,1,50.42452422,24,11,4,Moderate,0,Screening,Rejected,20,11,60,07-05-2026,11-05-2026,14-05-2026,Screening,Low Resume Score
35,Male,Master's,12,4,18.21540167,45,94,74,Aggressive,1,Selected,Selected,100,94,70,05-05-2026,07-05-2026,10-05-2026,None,N/A
44,Female,Bachelor's (Type 1),9,2,4.088119315,72,31,58,Conservative,0,Screening,Rejected,49,31,50,07-05-2026,11-05-2026,14-05-2026,Screening,Low Resume Score
26,Male,Master's,2,2,37.71750177,97,19,74,Aggressive,1,Screening,Rejected,19,19,70,07-05-2026,10-05-2026,11-05-2026,Screening,Low Resume Score
32,Female,Bachelor's (Type 2),8,2,27.08667094,56,50,58,Conservative,0,Interview 1,Rejected,59,50,50,07-05-2026,10-05-2026,13-05-2026,Interview 1,Weak Technical Skills
40,Female,Bachelor's (Type 2),3,2,11.66019657,86,80,46,Aggressive,1,Selected,Selected,65,80,70,06-05-2026,08-05-2026,11-05-2026,None,N/A
29,Male,Master's,12,5,40.08644945,4,35,94,Moderate,0,Interview 1,Rejected,61,35,60,07-05-2026,09-05-2026,11-05-2026,Interview 1,Weak Technical Skills
45,Female,Bachelor's (Type 2),12,2,11.18777429,54,66,94,Moderate,0,Selected,Selected,82,66,60,06-05-2026,09-05-2026,12-05-2026,None,N/A
26,Female,Bachelor's (Type 1),14,4,14.03308274,60,0,12,Aggressive,0,Screening,Rejected,42,0,70,06-05-2026,09-05-2026,10-05-2026,Screening,Low Resume Score
33,Male,Bachelor's (Type 2),2,5,5.626427718,88,26,77,Aggressive,1,Screening,Rejected,24,26,70,06-05-2026,10-05-2026,13-05-2026,Screening,Low Resume Score
50,Female,Bachelor's (Type 2),10,2,20.97161395,7,39,88,Moderate,0,Interview 1,Rejected,57,39,60,07-05-2026,10-05-2026,11-05-2026,Interview 1,Weak Technical Skills
45,Male,PhD,1,1,21.9464612,15,96,32,Aggressive,1,Selected,Selected,70,96,70,07-05-2026,09-05-2026,12-05-2026,None,N/A
24,Male,Bachelor's (Type 2),9,3,26.72808952,47,83,96,Moderate,0,Selected,Selected,85,83,60,07-05-2026,09-05-2026,10-05-2026,None,N/A
22,Female,Bachelor's (Type 2),12,3,36.44821336,60,13,61,Moderate,0,Screening,Rejected,45,13,60,05-05-2026,09-05-2026,11-05-2026,Screening,Low Resume Score
42,Female,Master's,10,3,46.30504643,14,99,78,Conservative,1,Interview 2,Rejected,99,99,50,07-05-2026,11-05-2026,14-05-2026,Interview 2,Poor Communication
48,Female,Bachelor's (Type 2),8,5,7.886704944,64,68,15,Moderate,0,Selected,Selected,72,68,60,06-05-2026,09-05-2026,11-05-2026,None,N/A
30,Female,Bachelor's (Type 2),3,2,3.717404917,21,86,43,Aggressive,0,Selected,Selected,69,86,70,06-05-2026,10-05-2026,11-05-2026,None,N/A
30,Female,Bachelor's (Type 2),15,5,1.92656168,2,78,57,Moderate,0,Selected,Selected,100,78,60,05-05-2026,08-05-2026,09-05-2026,None,N/A
37,Female,Master's,2,4,8.181068903,53,5,5,Aggressive,0,Screening,Rejected,10,5,70,05-05-2026,08-05-2026,10-05-2026,Screening,Low Resume Score
34,Female,Bachelor's (Type 2),6,1,33.89747429,13,32,88,Conservative,0,Screening,Rejected,40,32,50,07-05-2026,09-05-2026,10-05-2026,Screening,Low Resume Score
31,Male,Bachelor's (Type 2),7,1,37.3738539,35,54,14,Conservative,0,Interview 1,Rejected,59,54,50,05-05-2026,07-05-2026,09-05-2026,Interview 1,Weak Technical Skills
28,Female,Bachelor's (Type 1),10,3,40.32528568,81,18,3,Moderate,0,Screening,Rejected,43,18,60,06-05-2026,10-05-2026,13-05-2026,Screening,Low Resume Score
29,Male,Bachelor's (Type 1),13,3,13.1854106,81,76,55,Aggressive,1,Selected,Selected,92,76,70,05-05-2026,07-05-2026,10-05-2026,None,N/A
45,Female,Bachelor's (Type 1),1,3,16.29474066,66,28,63,Conservative,0,Screening,Rejected,23,28,50,07-05-2026,10-05-2026,13-05-2026,Screening,Low Resume Score
31,Female,Bachelor's (Type 1),6,2,25.15673228,9,60,67,Conservative,0,Interview 2,Rejected,60,60,50,06-05-2026,09-05-2026,11-05-2026,Interview 2,Poor Communication
36,Male,Bachelor's (Type 2),11,4,4.159154843,48,69,93,Conservative,0,Interview 2,Rejected,81,69,50,05-05-2026,08-05-2026,09-05-2026,Interview 2,Poor Communication
48,Female,Master's,4,4,31.55707616,64,78,33,Conservative,0,Interview 2,Rejected,67,78,50,05-05-2026,08-05-2026,10-05-2026,Interview 2,Poor Communication
25,Female,Bachelor's (Type 2),14,4,50.18675168,90,79,90,Moderate,1,Selected,Selected,97,79,60,06-05-2026,08-05-2026,11-05-2026,None,N/A
26,Male,Master's,10,4,19.04031557,56,23,94,Aggressive,1,Screening,Rejected,46,23,70,07-05-2026,09-05-2026,12-05-2026,Screening,Low Resume Score
33,Female,PhD,4,3,38.64237375,26,22,55,Moderate,0,Screening,Rejected,27,22,60,05-05-2026,08-05-2026,09-05-2026,Screening,Low Resume Score
32,Female,Master's,2,1,26.00169578,74,9,31,Moderate,0,Screening,Rejected,12,9,60,07-05-2026,09-05-2026,10-05-2026,Screening,Low Resume Score
27,Female,Bachelor's (Type 2),4,3,7.390592218,4,53,8,Moderate,0,Screening,Rejected,49,53,60,06-05-2026,10-05-2026,11-05-2026,Screening,Low Resume Score
29,Male,Bachelor's (Type 2),11,4,30.11187244,70,40,62,Moderate,0,Interview 1,Rejected,61,40,60,06-05-2026,08-05-2026,11-05-2026,Interview 1,Weak Technical Skills
28,Female,Bachelor's (Type 2),1,3,15.99371342,82,48,71,Aggressive,1,Screening,Rejected,37,48,70,05-05-2026,08-05-2026,09-05-2026,Screening,Low Resume Score
37,Female,Bachelor's (Type 1),3,4,2.720160423,56,16,77,Moderate,0,Screening,Rejected,20,16,60,07-05-2026,10-05-2026,13-05-2026,Screening,Low Resume Score
46,Female,Bachelor's (Type 2),5,5,32.74648651,92,55,32,Moderate,0,Interview 1,Rejected,54,55,60,07-05-2026,09-05-2026,12-05-2026,Interview 1,Weak Technical Skills
45,Female,PhD,0,1,43.94661747,14,44,86,Aggressive,1,Screening,Rejected,31,44,70,05-05-2026,07-05-2026,09-05-2026,Screening,Low Resume Score
21,Male,Master's,9,5,18.23848834,98,29,20,Moderate,0,Screening,Rejected,47,29,60,06-05-2026,08-05-2026,10-05-2026,Screening,Low Resume Score
24,Male,Bachelor's (Type 2),3,2,20.51477736,100,43,54,Conservative,0,Screening,Rejected,39,43,50,06-05-2026,09-05-2026,11-05-2026,Screening,Low Resume Score
48,Female,Bachelor's (Type 2),5,3,45.55108415,75,73,75,Conservative,0,Interview 2,Rejected,66,73,50,05-05-2026,07-05-2026,08-05-2026,Interview 2,Poor Communication
24,Female,Master's,8,2,41.68044067,29,54,56,Moderate,0,Interview 1,Rejected,62,54,60,05-05-2026,08-05-2026,11-05-2026,Interview 1,Weak Technical Skills
25,Male,Bachelor's (Type 1),13,3,36.74764118,19,18,1,Moderate,0,Interview 1,Rejected,52,18,60,05-05-2026,08-05-2026,09-05-2026,Interview 1,Weak Technical Skills
38,Male,Bachelor's (Type 2),10,5,13.43985319,36,28,12,Aggressive,0,Interview 1,Rejected,50,28,70,05-05-2026,07-05-2026,09-05-2026,Interview 1,Weak Technical Skills
27,Female,Master's,15,4,46.51083275,2,1,3,Moderate,0,Screening,Rejected,46,1,60,07-05-2026,11-05-2026,13-05-2026,Screening,Low Resume Score
35,Male,Bachelor's (Type 2),10,4,8.720787877,72,35,83,Moderate,0,Interview 1,Rejected,55,35,60,06-05-2026,09-05-2026,12-05-2026,Interview 1,Weak Technical Skills
32,Female,Bachelor's (Type 1),12,3,32.33852597,40,18,49,Moderate,0,Screening,Rejected,49,18,60,06-05-2026,09-05-2026,10-05-2026,Screening,Low Resume Score
20,Male,Bachelor's (Type 2),1,4,2.440059027,38,6,47,Conservative,0,Screening,Rejected,7,6,50,05-05-2026,07-05-2026,09-05-2026,Screening,Low Resume Score
41,Male,Master's,10,5,33.18599032,25,25,77,Moderate,0,Screening,Rejected,48,25,60,07-05-2026,09-05-2026,11-05-2026,Screening,Low Resume Score
39,Male,Bachelor's (Type 2),6,4,14.85721759,1,78,29,Aggressive,1,Selected,Selected,73,78,70,07-05-2026,09-05-2026,11-05-2026,None,N/A
36,Male,Bachelor's (Type 2),5,5,23.48384886,22,37,28,Aggressive,0,Screening,Rejected,41,37,70,07-05-2026,09-05-2026,10-05-2026,Screening,Low Resume Score
50,Female,Bachelor's (Type 2),1,2,18.2632276,22,2,7,Moderate,0,Screening,Rejected,4,2,60,07-05-2026,10-05-2026,13-05-2026,Screening,Low Resume Score
26,Male,Bachelor's (Type 2),7,5,9.637837812,84,79,11,Moderate,0,Selected,Selected,76,79,60,06-05-2026,10-05-2026,12-05-2026,None,N/A
44,Male,Bachelor's (Type 2),6,1,32.0990395,15,65,40,Conservative,0,Interview 2,Rejected,64,65,50,07-05-2026,09-05-2026,11-05-2026,Interview 2,Poor Communication
32,Female,Master's,10,1,45.09877776,8,94,25,Moderate,0,Selected,Selected,96,94,60,07-05-2026,10-05-2026,13-05-2026,None,N/A
23,Male,Bachelor's (Type 1),4,1,48.95421211,12,91,49,Moderate,0,Selected,Selected,76,91,60,07-05-2026,10-05-2026,12-05-2026,None,N/A
23,Male,Master's,11,3,10.61731816,27,70,1,Moderate,0,Selected,Selected,82,70,60,05-05-2026,08-05-2026,11-05-2026,None,N/A
25,Female,Bachelor's (Type 1),4,3,36.8686387,26,93,54,Moderate,0,Selected,Selected,77,93,60,05-05-2026,09-05-2026,12-05-2026,None,N/A
47,Male,Bachelor's (Type 2),6,3,34.21696833,50,42,55,Moderate,0,Screening,Rejected,47,42,60,05-05-2026,07-05-2026,09-05-2026,Screening,Low Resume Score
50,Female,Bachelor's (Type 1),8,5,18.16888948,63,61,13,Moderate,0,Selected,Selected,67,61,60,06-05-2026,09-05-2026,12-05-2026,None,N/A
38,Female,Bachelor's (Type 2),10,3,1.954959968,51,70,5,Moderate,0,Selected,Selected,79,70,60,07-05-2026,10-05-2026,12-05-2026,None,N/A
48,Female,Bachelor's (Type 2),14,2,35.48956237,80,99,94,Aggressive,1,Selected,Selected,100,99,70,07-05-2026,10-05-2026,12-05-2026,None,N/A
31,Female,Bachelor's (Type 2),8,1,48.27474303,37,92,80,Conservative,0,Interview 2,Rejected,88,92,50,07-05-2026,10-05-2026,13-05-2026,Interview 2,Poor Communication
41,Male,Bachelor's (Type 1),8,5,32.6060061,99,23,88,Moderate,0,Screening,Rejected,40,23,60,07-05-2026,11-05-2026,12-05-2026,Screening,Low Resume Score
26,Female,Bachelor's (Type 2),5,1,22.76463621,64,38,60,Aggressive,0,Screening,Rejected,42,38,70,06-05-2026,09-05-2026,10-05-2026,Screening,Low Resume Score
46,Male,Bachelor's (Type 1),9,3,27.25769471,17,67,95,Aggressive,1,Selected,Selected,74,67,70,06-05-2026,08-05-2026,09-05-2026,None,N/A
29,Male,Master's,5,5,10.98144038,62,92,11,Aggressive,1,Selected,Selected,79,92,70,06-05-2026,10-05-2026,11-05-2026,None,N/A
45,Male,PhD,2,4,38.52720819,50,43,12,Moderate,0,Screening,Rejected,36,43,60,07-05-2026,09-05-2026,10-05-2026,Screening,Low Resume Score
38,Male,Bachelor's (Type 2),0,2,38.3209915,8,4,18,Aggressive,0,Screening,Rejected,3,4,70,05-05-2026,07-05-2026,10-05-2026,Screening,Low Resume Score
26,Male,Bachelor's (Type 2),15,3,8.275865019,12,54,43,Aggressive,1,Interview 1,Rejected,83,54,70,05-05-2026,08-05-2026,09-05-2026,Interview 1,Weak Technical Skills
49,Male,Bachelor's (Type 2),6,3,44.89891912,39,92,88,Moderate,0,Selected,Selected,82,92,60,07-05-2026,11-05-2026,12-05-2026,None,N/A
22,Male,Bachelor's (Type 1),3,2,14.45948697,54,29,94,Moderate,0,Screening,Rejected,29,29,60,05-05-2026,09-05-2026,11-05-2026,Screening,Low Resume Score
32,Male,Bachelor's (Type 2),0,2,50.11280305,78,28,58,Aggressive,0,Screening,Rejected,20,28,70,05-05-2026,09-05-2026,12-05-2026,Screening,Low Resume Score
32,Male,Master's,14,4,20.1451507,42,25,36,Moderate,0,Interview 1,Rejected,60,25,60,07-05-2026,10-05-2026,13-05-2026,Interview 1,Weak Technical Skills
37,Male,Bachelor's (Type 2),7,3,9.894202937,43,82,24,Moderate,0,Selected,Selected,78,82,60,06-05-2026,10-05-2026,11-05-2026,None,N/A
47,Female,Bachelor's (Type 1),11,3,18.58600557,67,25,15,Conservative,0,Interview 1,Rejected,51,25,50,06-05-2026,09-05-2026,11-05-2026,Interview 1,Weak Technical Skills
49,Female,Master's,5,1,23.00901643,32,36,37,Moderate,0,Screening,Rejected,40,36,60,06-05-2026,08-05-2026,10-05-2026,Screening,Low Resume Score
45,Female,Bachelor's (Type 2),5,5,4.465388652,23,90,42,Aggressive,0,Selected,Selected,78,90,70,06-05-2026,10-05-2026,13-05-2026,None,N/A
39,Male,Master's,1,5,29.91091906,35,93,86,Moderate,0,Selected,Selected,68,93,60,05-05-2026,09-05-2026,11-05-2026,None,N/A
47,Female,Bachelor's (Type 2),14,1,30.88162199,9,52,13,Moderate,0,Interview 1,Rejected,78,52,60,07-05-2026,11-05-2026,14-05-2026,Interview 1,Weak Technical Skills
27,Female,Bachelor's (Type 2),0,5,37.94652277,99,29,5,Aggressive,0,Screening,Rejected,20,29,70,05-05-2026,07-05-2026,08-05-2026,Screening,Low Resume Score
48,Female,Bachelor's (Type 1),12,2,2.458494615,19,2,88,Conservative,0,Screening,Rejected,37,2,50,06-05-2026,08-05-2026,11-05-2026,Screening,Low Resume Score
50,Male,Bachelor's (Type 1),13,5,28.06191072,74,42,22,Moderate,0,Interview 1,Rejected,68,42,60,07-05-2026,09-05-2026,10-05-2026,Interview 1,Weak Technical Skills
28,Male,PhD,13,5,3.645371664,11,6,59,Conservative,0,Screening,Rejected,43,6,50,06-05-2026,09-05-2026,11-05-2026,Screening,Low Resume Score
26,Male,Bachelor's (Type 2),1,1,36.057211,61,48,11,Moderate,0,Screening,Rejected,37,48,60,07-05-2026,09-05-2026,11-05-2026,Screening,Low Resume Score
20,Male,PhD,3,4,3.786399285,17,72,12,Moderate,0,Selected,Selected,59,72,60,05-05-2026,07-05-2026,09-05-2026,None,N/A
22,Female,Bachelor's (Type 2),1,5,46.58639242,93,40,99,Moderate,0,Screening,Rejected,31,40,60,07-05-2026,09-05-2026,11-05-2026,Screening,Low Resume Score
32,Female,Bachelor's (Type 1),15,5,36.10412834,100,76,97,Moderate,1,Selected,Selected,98,76,60,05-05-2026,08-05-2026,11-05-2026,None,N/A
47,Female,Bachelor's (Type 1),0,4,26.36948825,62,78,5,Moderate,0,Selected,Selected,55,78,60,06-05-2026,10-05-2026,12-05-2026,None,N/A
49,Female,Bachelor's (Type 2),6,1,23.07519616,83,53,62,Conservative,1,Interview 1,Rejected,55,53,50,05-05-2026,08-05-2026,11-05-2026,Interview 1,Weak Technical Skills
44,Male,PhD,10,4,7.533631521,24,68,37,Moderate,0,Selected,Selected,78,68,60,07-05-2026,11-05-2026,12-05-2026,None,N/A
50,Male,Bachelor's (Type 2),10,1,15.54996948,11,92,49,Conservative,0,Interview 2,Rejected,94,92,50,05-05-2026,09-05-2026,10-05-2026,Interview 2,Poor Communication
47,Male,Bachelor's (Type 2),14,2,44.44795525,20,98,51,Conservative,0,Interview 2,Rejected,100,98,50,05-05-2026,09-05-2026,10-05-2026,Interview 2,Poor Communication
36,Female,Bachelor's (Type 2),11,1,46.22264058,24,90,39,Conservative,0,Interview 2,Rejected,96,90,50,06-05-2026,08-05-2026,10-05-2026,Interview 2,Poor Communication
44,Male,Bachelor's (Type 1),7,2,1.037385419,10,26,7,Moderate,0,Screening,Rejected,39,26,60,07-05-2026,09-05-2026,11-05-2026,Screening,Low Resume Score
43,Male,Bachelor's (Type 2),5,2,30.70681957,63,7,60,Moderate,0,Screening,Rejected,20,7,60,05-05-2026,08-05-2026,09-05-2026,Screening,Low Resume Score
20,Female,Bachelor's (Type 1),3,1,36.96503045,72,31,7,Aggressive,0,Screening,Rejected,31,31,70,07-05-2026,10-05-2026,12-05-2026,Screening,Low Resume Score
25,Female,Master's,13,3,31.93734912,49,83,96,Moderate,1,Selected,Selected,97,83,60,07-05-2026,11-05-2026,14-05-2026,None,N/A
40,Male,Bachelor's (Type 2),5,1,5.083988243,61,63,33,Aggressive,0,Selected,Selected,59,63,70,06-05-2026,10-05-2026,11-05-2026,None,N/A
25,Male,Bachelor's (Type 2),2,5,11.88624494,88,9,78,Aggressive,1,Screening,Rejected,12,9,70,06-05-2026,10-05-2026,11-05-2026,Screening,Low Resume Score
45,Male,Bachelor's (Type 2),11,5,13.51701337,98,12,99,Aggressive,1,Screening,Rejected,41,12,70,05-05-2026,07-05-2026,09-05-2026,Screening,Low Resume Score
31,Male,Bachelor's (Type 2),7,3,42.58623157,95,62,59,Conservative,0,Interview 2,Rejected,64,62,50,05-05-2026,08-05-2026,11-05-2026,Interview 2,Poor Communication
32,Male,PhD,9,2,24.15997182,48,92,56,Conservative,0,Interview 2,Rejected,91,92,50,06-05-2026,10-05-2026,12-05-2026,Interview 2,Poor Communication
32,Male,Bachelor's (Type 2),13,3,25.3414106,13,34,98,Moderate,0,Interview 1,Rejected,63,34,60,06-05-2026,08-05-2026,10-05-2026,Interview 1,Weak Technical Skills
48,Female,Bachelor's (Type 1),12,5,47.74465233,0,60,45,Moderate,0,Selected,Selected,78,60,60,07-05-2026,10-05-2026,12-05-2026,None,N/A
34,Female,Bachelor's (Type 2),12,3,32.85429444,80,53,21,Moderate,0,Interview 1,Rejected,73,53,60,06-05-2026,10-05-2026,11-05-2026,Interview 1,Weak Technical Skills
40,Female,Bachelor's (Type 1),1,1,45.93338508,24,7,86,Moderate,0,Screening,Rejected,8,7,60,06-05-2026,09-05-2026,11-05-2026,Screening,Low Resume Score
35,Male,Bachelor's (Type 1),4,3,23.82544277,58,28,39,Moderate,0,Screening,Rejected,32,28,60,05-05-2026,09-05-2026,10-05-2026,Screening,Low Resume Score
41,Female,PhD,0,2,8.471812926,71,94,44,Moderate,0,Selected,Selected,66,94,60,07-05-2026,09-05-2026,12-05-2026,None,N/A
40,Male,Master's,5,1,47.4967797,68,40,54,Moderate,0,Screening,Rejected,43,40,60,06-05-2026,10-05-2026,12-05-2026,Screening,Low Resume Score
30,Male,PhD,1,4,23.93525578,4,29,50,Moderate,0,Screening,Rejected,23,29,60,06-05-2026,10-05-2026,12-05-2026,Screening,Low Resume Score
47,Female,Bachelor's (Type 2),3,5,10.08157109,98,85,85,Moderate,0,Selected,Selected,69,85,60,05-05-2026,07-05-2026,09-05-2026,None,N/A
24,Male,Bachelor's (Type 2),5,5,16.11978702,18,20,4,Moderate,0,Screening,Rejected,29,20,60,07-05-2026,11-05-2026,12-05-2026,Screening,Low Resume Score
23,Male,Bachelor's (Type 1),9,3,3.540129484,22,75,94,Conservative,0,Interview 2,Rejected,80,75,50,06-05-2026,08-05-2026,09-05-2026,Interview 2,Poor Communication
22,Female,Bachelor's (Type 2),10,1,24.41502957,8,10,12,Aggressive,0,Screening,Rejected,37,10,70,06-05-2026,08-05-2026,09-05-2026,Screening,Low Resume Score
38,Female,Master's,7,4,43.6564086,93,1,27,Moderate,0,Screening,Rejected,22,1,60,06-05-2026,10-05-2026,13-05-2026,Screening,Low Resume Score
39,Female,Bachelor's (Type 2),11,1,47.6790228,49,49,83,Moderate,0,Interview 1,Rejected,67,49,60,05-05-2026,08-05-2026,11-05-2026,Interview 1,Weak Technical Skills
